accession	gene	Intensity 31579	Intensity 31581	Intensity 31578	Intensity 31580
P21619	Lmnb2	4474600.0	35650000.0	5309000.0	24050000.0
Q3TC72	Fahd2	19711000.0	49353000.0	103100000.0	
Q3URD3	Slmap	32144000.0		50814000.0	
Q8R326	Pspc1	6750200.0	18950000.0	17760000.0	4183700.0
Q91YP2	Nln	209070000.0	109820000.0	214400000.0	116580000.0
Q9JL35	Hmgn5	47073000.0	46481000.0	369360000.0	97256000.0
Q9QXV0	Pcsk1n	106550000.0	49970000.0	98667000.0	33290000.0
Q3SXD3	Hddc2	28755000.0	168600000.0	233810000.0	200270000.0
P97930	Dtymk	89108000.0	112210000.0	77344000.0	
Q9CXT8	Pmpcb		17073000.0	95952000.0	
O88967	Yme1l1	34106000.0	8975100.0	91645000.0	
Q99JF5	Mvd	20938000.0	3178200.0	104790000.0	
O70325;Q91XR9	Gpx4	17078000.0	7509400.0	70283000.0	
P17095	Hmga1	3908500.0		20457000.0	
Q8R3B1	Plcd1	39601000.0	6768100.0	56788000.0	17955000.0
Q91Z31	Ptbp2	101610000.0		252090000.0	
P60898	Polr2i	5528600.0	20608000.0	39334000.0	17941000.0
Q99MD6	Txnrd3	140530000.0	23160000.0	99142000.0	61228000.0
Q9D868	Ppih	90858000.0	40712000.0	91483000.0	11285000.0
O08756	Hsd17b10	60724000.0	37659000.0	71188000.0	32767000.0
P99028	Uqcrh	20339000.0	1655900.0	43809000.0	5782700.0
P97450	Atp5j	28889000.0	6762600.0	84788000.0	3266300.0
O09010	Lfng	254710000.0	312820000.0	314150000.0	210270000.0
Q61468	Msln	118180000.0	2899800000.0	55347000.0	3968000000.0
Q9QXC1	Fetub	448850000.0	224010000.0	529290000.0	183760000.0
P10148	Ccl2	1825300000.0	1647300000.0	525700000.0	871220000.0
P47879	Igfbp4	115690000.0	655040000.0	66300000.0	1028800000.0
Q8BX35	Eda2r	55612000.0	46370000.0	70712000.0	54265000.0
Q99KR8	Fuca2	148410000.0	146390000.0	261030000.0	267890000.0
Q9R1Q9	Atp6ap1	1036500000.0	1433400000.0	1763700000.0	1150000000.0
O70340	Nptx2	1452600000.0	14646000.0	584850000.0	151240000.0
O35988	Sdc4	8469700000.0	4842900000.0	8525100000.0	4249100000.0
Q03401	Crisp1	22614000.0	2558200000.0	87400000.0	1105500000.0
P04202	Tgfb1	156460000.0	111500000.0	68394000.0	32641000.0
Q91V88	Npnt	7174300.0	9794300.0	78461000.0	46709000.0
Q7TMR0	Prcp	486410000.0	1220200000.0	304510000.0	557280000.0
P70428	Ext2	117030000.0		445260000.0	557760000.0
Q6GU68	Islr	469810000.0	450640000.0	241020000.0	489090000.0
P15535	B4galt1	405710000.0	222620000.0	324470000.0	636330000.0
P11214	Plat	49032000.0	1236800000.0	130640000.0	1252500000.0
Q8VE43	Metrnl	354590000.0	234660000.0	532460000.0	411310000.0
Q62059	Vcan	4642900.0	95298000.0	22127000.0	327920000.0
Q91XA2	Golm1	321510000.0	322890000.0	183920000.0	225460000.0
Q9EPK6	Sil1	242520000.0	222900000.0	236600000.0	294730000.0
Q80VJ3	Dnph1	153230000.0	84546000.0	190290000.0	109990000.0
Q9D6R2	Idh3a	60714000.0		131720000.0	17265000.0
Q9DCD6	Gabarap	39271000.0	29508000.0	33834000.0	17297000.0
Q78PG9	Ccdc25	86667000.0	136360000.0	128870000.0	65440000.0
Q8R2G4	Art3	153100000.0	44317000.0	184960000.0	37917000.0
Q9QUI0;Q62159	Rhoa;Rhoc	77948000.0	766610000.0	303280000.0	158760000.0
P28658	Atxn10	333930000.0	76872000.0	217780000.0	242710000.0
Q9CQC6	Bzw1		348030000.0	266280000.0	565310000.0
Q6PGB6	Naa50	60419000.0	73148000.0	72500000.0	179620000.0
O89112	Lancl1	62839000.0	37599000.0	167360000.0	85974000.0
P60766	Cdc42	130040000.0	439590000.0	164270000.0	242740000.0
Q8VE62	Paip1	179920000.0	20471000.0	229710000.0	72563000.0
Q80UG5	2018-09-09 00:00:00	12317000.0	93733000.0	45795000.0	105120000.0
Q9JLT4	Txnrd2	54988000.0	32913000.0	140800000.0	106370000.0
Q9DBZ5	Eif3k	61505000.0	150420000.0	124310000.0	144510000.0
P23780	Glb1	36003000.0	119810000.0	338360000.0	250570000.0
Q9R0E1	Plod3	115420000.0	92439000.0	106400000.0	295980000.0
O55057	Pde6d	81819000.0	76627000.0	789650000.0	411480000.0
Q9D7X3	Dusp3	81991000.0	47212000.0	88409000.0	93286000.0
P63073	Eif4e	68699000.0	210210000.0	168330000.0	342090000.0
Q9JHJ0	Tmod3	21651000.0	58954000.0	60611000.0	55402000.0
Q9JHI5	Ivd	387870000.0	256260000.0	148800000.0	91802000.0
Q9R0N0	Galk1	53206000.0	24129000.0	169650000.0	73096000.0
Q9CYZ2	Tpd52l2	55603000.0	63755000.0	84223000.0	13557000.0
Q9WUM3	Coro1b	191180000.0	53999000.0	75874000.0	84415000.0
Q9WU84	Ccs	84541000.0	34045000.0	96892000.0	73478000.0
Q99P72	Rtn4	109220000.0	185480000.0	124250000.0	207360000.0
Q9D6Y9	Gbe1	153770000.0	245680000.0	201980000.0	333620000.0
P97346	Nxn	76073000.0	38417000.0	182200000.0	208490000.0
Q9QYJ0	Dnaja2	22260000.0	19059000.0	184210000.0	30450000.0
Q9DBB8	Dhdh	54042000.0	21689000.0	92177000.0	67065000.0
P35279;P61294	Rab6a;Rab6b	439700000.0	448060000.0	459000000.0	313170000.0
Q9D0B6	Pbdc1	322740000.0	355360000.0	215800000.0	264920000.0
Q91VH6	Memo1	10278000.0	12247000.0	196060000.0	151350000.0
P26638	Sars	391100000.0	227300000.0	338330000.0	506320000.0
Q64105	Spr	61957000.0	109430000.0	98731000.0	93618000.0
D3Z4S3	Ptrhd1	95805000.0	68024000.0	66831000.0	44522000.0
P24452	Capg	745760000.0	2292100000.0	642250000.0	2329800000.0
Q9EPQ7	Stard5	62616000.0	166510000.0	178500000.0	110380000.0
O88587	Comt	113580000.0	78595000.0	137400000.0	114200000.0
Q9JMG1	Edf1	14522000.0	55363000.0	48886000.0	44670000.0
Q99K41	Emilin1	115330000.0	493860000.0	155020000.0	671780000.0
P42208	2018-09-02 00:00:00	114300000.0	255510000.0	164820000.0	367220000.0
Q91WK2	Eif3h	12826000.0	78791000.0	177840000.0	39121000.0
Q99JT9	Adi1	658820000.0	124830000.0	98093000.0	96017000.0
Q9CQM5	Txndc17	764420000.0	1089300000.0	423830000.0	133010000.0
Q9R059	Fhl3	386360000.0	222040000.0	442370000.0	394010000.0
Q8BH58	Tiprl	178950000.0	395660000.0	101950000.0	396610000.0
Q62048	Pea15	11864000.0	43275000.0	71800000.0	145800000.0
Q78JW9	Ubfd1	82562000.0	214320000.0	115300000.0	134430000.0
Q9D7M8	Polr2d		22580000.0	74026000.0	44618000.0
P61600	Naa20	26694000.0	162310000.0	132200000.0	54062000.0
Q8R081	Hnrnpl	129680000.0	106230000.0	155430000.0	203940000.0
Q9CQR6	Ppp6c	166300000.0	323500000.0	339580000.0	361060000.0
P46656	Fdx1	84828000.0	43245000.0	101730000.0	39807000.0
O08547	Sec22b	31405000.0	61333000.0	29245000.0	23675000.0
Q91VW3	Sh3bgrl3	1041500000.0	1139200000.0	646340000.0	711560000.0
P16254	Srp14	32536000.0	69673000.0	152110000.0	78867000.0
Q8BGC4	Zadh2	50869000.0	26430000.0	164960000.0	208920000.0
P62313	Lsm6	199080000.0	65818000.0	58148000.0	41467000.0
Q9CPT4	Mydgf	415170000.0	1967900000.0	1102400000.0	1133700000.0
Q9Z0P5	Twf2	80869000.0	8723200.0	103250000.0	68981000.0
P62077	Timm8b	30946000.0	13288000.0	62527000.0	61425000.0
Q8QZY1	Eif3l	162970000.0	324490000.0	232010000.0	477660000.0
P49962	Srp9	67221000.0	53763000.0	124260000.0	51048000.0
Q9R0Q6	Arpc1a	167620000.0	14872000.0	146700000.0	119280000.0
Q99J09	Wdr77	399370000.0	236450000.0	503420000.0	320570000.0
Q91VA6	Poldip2	43950000.0		55159000.0	41836000.0
O54754	Aox1	133850000.0	165840000.0	81691000.0	655280000.0
O35955	Psmb10	194130000.0	994540000.0	259150000.0	157070000.0
O88456	Capns1	102790000.0	339200000.0	192070000.0	226980000.0
P62878	Rbx1	355790000.0	223350000.0	284780000.0	229770000.0
Q61838	A2m	382230000.0	14983000.0	481630000.0	354430000.0
P61290	Psme3	205770000.0	373100000.0	231910000.0	148100000.0
Q8C8T8	Tsr2	166750000.0	98636000.0	126860000.0	141180000.0
P04117	Fabp4	29860000.0	227660000.0	44303000.0	52100000.0
Q8R0F8	Fahd1	98073000.0	18578000.0	324590000.0	83048000.0
P61957	Sumo2	581110000.0	1611100000.0	1787600000.0	1501100000.0
Q9D1D4	Tmed10	69299000.0	240460000.0	222330000.0	43940000.0
P08207	S100a10	201670000.0	136950000.0	125030000.0	108690000.0
O88545	Cops6	259770000.0	204340000.0	502110000.0	394950000.0
Q9D6H2	Hspb11	56580000.0	100440000.0	207320000.0	58676000.0
Q6ZWM4	Lsm8	125000000.0	250160000.0	197730000.0	43113000.0
Q9Z1D1	Eif3g	83441000.0	66506000.0	63902000.0	92835000.0
Q91ZW2	Pofut1	155650000.0		249960000.0	101760000.0
Q9Z2V5	Hdac6	77370000.0	92554000.0	78924000.0	154550000.0
Q91X96	Rabif	17211000.0	45763000.0	128550000.0	42998000.0
Q9D898	Arpc5l	114510000.0	282480000.0	251180000.0	87570000.0
Q9CQP3	Chchd5	61442000.0	46139000.0	75391000.0	30875000.0
Q9D7I5	Lhpp	139670000.0	414710000.0	222910000.0	114680000.0
O70133	Dhx9	78050000.0	50825000.0	38063000.0	91806000.0
Q8JZM7	Cdc73	98433000.0	69272000.0	89768000.0	33559000.0
Q9EPB4	Pycard	38344000.0	279970000.0	143250000.0	80011000.0
Q9D1L0	Chchd2	495550000.0	543390000.0	1284000000.0	449210000.0
Q9WVA2	Timm8a1	52291000.0	48173000.0	65543000.0	37248000.0
Q9JMG7	Hdgfrp3	2666500.0	65204000.0	53515000.0	88635000.0
P62858	Rps28	392600000.0	338220000.0	68272000.0	209040000.0
P84104	Srsf3	59736000.0	27862000.0	19670000.0	80536000.0
Q6PDG5	Smarcc2	196360000.0	74526000.0	139180000.0	212010000.0
P01942	Hba	100350000.0	226080000.0	148400000.0	283640000.0
Q9D8X1	Cutc	154760000.0	67311000.0	79656000.0	70506000.0
P62320	Snrpd3	314640000.0	443440000.0	751460000.0	519230000.0
P01193	Pomc	476930000.0	170800000.0	345560000.0	408960000.0
Q62093	Srsf2	141680000.0	165790000.0	176760000.0	133180000.0
P62309	Snrpg	35815000.0	145690000.0	51136000.0	13945000.0
P01902	H2-K1	21383000.0	28961000.0	27759000.0	37434000.0
P11352	Gpx1	23528000.0	65005000.0	34850000.0	28121000.0
P30999	Ctnnd1	41512000.0	33877000.0	40450000.0	26216000.0
P49443	Ppm1a	103840000.0	108270000.0	18848000.0	11373000.0
P61967	Ap1s1	45693000.0	73393000.0	54147000.0	6837000.0
Q03173	Enah	11027000.0	4478200.0	46313000.0	6616400.0
Q3TIV5	Zc3h15	747850000.0	53928000.0	40767000.0	7947600.0
Q571I9	Aldh16a1	24519000.0	35550000.0	35640000.0	
Q61545	Ewsr1	27034000.0	27273000.0	51872000.0	8439900.0
Q64345	Ifit3	33123000.0	16207000.0	96273000.0	
Q6P8X1	Snx6	16003000.0	22125000.0	19388000.0	
Q99K70;Q7TT45	Rragc;Rragd	209260000.0	20944000.0	222670000.0	71818000.0
Q8BH69	Sephs1	391690000.0	217860000.0	128670000.0	80927000.0
Q8K2C9	Hacd3	4699000.0	47701000.0	44078000.0	
Q99PL5	Rrbp1	69220000.0	32693000.0	52291000.0	19004000.0
Q9CR81	Tex12	20456000.0		18482000.0	
Q9CY52	Thg1l	22353000.0	12795000.0	26480000.0	16052000.0
Q9CZL5	Pcbd2	470610000.0	7483200.0	38074000.0	9605800.0
Q9D7G0	Prps1	13039000.0		36586000.0	
Q9DAU1	Cnpy3	52138000.0	84406000.0	85770000.0	15254000.0
Q9DB16	Cab39l	18077000.0		72592000.0	
Q9ER00	Stx12	31551000.0	8074500.0	13731000.0	38660000.0
Q9R0D8	Wdr54	91532000.0		204860000.0	
Q8BJD1	Itih5	86892000.0	10828000.0	64198000.0	
P97300	Nptn	17762000.0	86908000.0	93718000.0	31558000.0
Q61592	Gas6	34084000.0		121870000.0	159050000.0
Q8BPA8	Dpcd	14081000.0		53162000.0	
Q64520	Guk1	113550000.0	108010000.0	104870000.0	28730000.0
Q8R1G2	Cmbl	12225000.0		49882000.0	
P15105	Glul	51321000.0	174340000.0	97822000.0	69765000.0
Q9ET26	Rnf114	7367700.0	3808700.0	45353000.0	7919700.0
Q9CPT3	Nanp	42232000.0	22267000.0	97414000.0	28365000.0
Q8BU85	Msrb3	29745000.0		92255000.0	26481000.0
Q9D6L8	Ppil3	6987000.0	67599000.0	55791000.0	
Q61845	Meig1	52645000.0	9517300.0	98093000.0	20510000.0
Q9CQE6	Asf1a	7979200.0		56987000.0	29896000.0
Q99MR6	Srrt	269820000.0	20110000.0	16357000.0	9677400.0
Q9D385	Arl2bp	30258000.0	8798000.0	26757000.0	
Q8R5M8	Cadm1	147090000.0	96436000.0	215170000.0	45356000.0
Q9QZH3	Ppie	48278000.0	13524000.0	91798000.0	6120600.0
Q9ERR7	2018-09-15 00:00:00	11836000.0	22178000.0	61456000.0	7720000.0
Q3V4B5	Commd6	2684400.0		4902200.0	4066400.0
Q8BYA0	Tbcd	10830000.0		19867000.0	6180500.0
Q9R0P4	Smap	37951000.0		39319000.0	
Q3B7Z2	Osbp		20393000.0	40668000.0	14679000.0
Q5SW19	Cluh	35708000.0	7394000.0	38430000.0	
P07742	Rrm1	8217900.0		44437000.0	
Q60876	Eif4ebp1	17941000.0	46912000.0	32083000.0	12559000.0
Q921H9	Coa7	24021000.0		49995000.0	
Q9JJ94	Ssna1	38830000.0	23041000.0	66274000.0	8374300.0
P61164;Q8R5C5	Actr1a;Actr1b	141890000.0	187500000.0	104130000.0	65039000.0
P60487	Pdxp	42602000.0	10138000.0	46504000.0	23770000.0
P62073	Timm10	31491000.0	8967400.0	46072000.0	5155000.0
Q9DCB8	Isca2	4321700.0	14259000.0	58545000.0	7366600.0
Q6PAV2	Herc4	13816000.0		69363000.0	
Q91WM2	Cecr5	598190000.0	352160000.0	293950000.0	17404000.0
Q80Y81	Elac2	27274000.0		115240000.0	12278000.0
Q9DAS9	Gng12	144310000.0	57081000.0	50878000.0	27860000.0
Q61133	Gstt2	134850000.0	239780000.0	170600000.0	201960000.0
P03958	Ada	43261000.0	59286000.0	78464000.0	21056000.0
Q3THW5;P0C0S6	H2afv;H2afz		30886000.0	34143000.0	
Q9DD18	Dtd1	168490000.0	30045000.0	90816000.0	
Q3TMH2	Scrn3	31353000.0		133770000.0	42929000.0
Q9Z0H6	Cst9	14727000.0	33257000.0	121730000.0	32513000.0
P09056	Lif	956040000.0	1917600000.0	111650000.0	2055000000.0
Q99KG5	Lsr	101680000.0	408250000.0	71368000.0	726510000.0
O09114	Ptgds	98009000.0	571370000.0	97086000.0	170070000.0
P49935	Ctsh	146050000.0	894170000.0	27349000.0	964430000.0
P47931	Fst	28081000.0	1562800000.0	100410000.0	1232700000.0
O88593	Pglyrp1	69133000.0	5422900000.0	137270000.0	3946100000.0
P04186	Cfb	40458000.0	9387000000.0	45135000.0	9885000000.0
O54775	Wisp1	55410000.0	145760000.0	182740000.0	95556000.0
Q00731	Vegfa	260580000.0	375590000.0	330420000.0	334370000.0
Q8R2G6	Ccdc80	16123000.0	723370000.0	54107000.0	1120600000.0
Q8BSU2	Cxcl16	151130000.0	788420000.0	96838000.0	657450000.0
Q9JHE3	Asah2	33623000.0	23250000.0	99939000.0	27563000.0
Q8CD91	Smoc2	183270000.0	543870000.0	226200000.0	533140000.0
P97873	Loxl1	44739000.0	371310000.0	54536000.0	435410000.0
O35657	Neu1	58308000.0	76201000.0	199870000.0	134570000.0
P19788	Mgp	22289000.0	35926000.0	28777000.0	60711000.0
Q9WTZ2	Mbtps1	66236000.0	19102000.0	95685000.0	69950000.0
Q8BK62	Olfml3	2487800.0	331570000.0	55689000.0	576860000.0
Q64685	St6gal1	46703000.0	396640000.0	87683000.0	505570000.0
Q8BM72	Hspa13	887310000.0	647030000.0	539500000.0	703140000.0
P26618	Pdgfra	71291000.0	67735000.0	65543000.0	153170000.0
P97401	Frzb	12124000.0		117360000.0	142110000.0
P45700	Man1a1	107280000.0	1287800000.0	176990000.0	1357400000.0
O54990	Prom1	13876000.0	3086300000.0	24157000.0	2308800000.0
A2AX52	Col6a4	25207000.0	244090000.0	26216000.0	79735000.0
Q9Z1G3	Atp6v1c1	14292000.0	17675000.0	33386000.0	53582000.0
Q6PHU5	Sort1	37278000.0	50168000.0	145750000.0	146390000.0
Q9Z0Z4	Heph	146320000.0	138140000.0	38129000.0	71598000.0
Q05909	Ptprg	39650000.0	72627000.0	94770000.0	61030000.0
Q9CXU9;P48024	Eif1b;Eif1	25215000.0	87170000.0	69149000.0	35537000.0
Q99KN2	Ciao1	15156000.0	26642000.0	152850000.0	47576000.0
Q9DB34	Chmp2a	9225700.0	26209000.0	37697000.0	74026000.0
P09055	Itgb1	5378000.0	255250000.0	27220000.0	160610000.0
O55091	Impact	37550000.0	71745000.0	87612000.0	94723000.0
P85094	Isoc2a	29071000.0	16424000.0	142290000.0	94387000.0
Q9EPV8	Ubl5	5340000.0		16680000.0	39205000.0
P17439	Gba	119470000.0	207170000.0	68115000.0	79055000.0
P61750	Arf4	13464000.0	32430000.0	36177000.0	46805000.0
P51150	Rab7a	190610000.0	305970000.0	164800000.0	207460000.0
Q8BH95	Echs1	40412000.0		98403000.0	140660000.0
Q6ZWZ2	Ube2r2	51489000.0	328210000.0	112250000.0	124130000.0
Q6ZWU9;Q6ZWY3	Rps27;Rps27l	11547000.0	63682000.0	20875000.0	23193000.0
Q9ES30	C1qtnf3	132950000.0	103480000.0	111000000.0	79282000.0
Q9QYG0	Ndrg2	145120000.0	40972000.0	102480000.0	48072000.0
Q9WTL7	Lypla2	126100000.0	57790000.0	114370000.0	172480000.0
P62748;P84075	Hpcal1;Hpca	44153000.0	52488000.0	25107000.0	40471000.0
P59325	Eif5		32066000.0	28994000.0	111320000.0
O35343	Kpna4	100240000.0	113320000.0	67455000.0	117600000.0
Q3TYX3	Smyd5		63863000.0	225100000.0	130650000.0
P02798	Mt2	105120000.0	214570000.0	154710000.0	209450000.0
Q7TMB8;Q5SQX6	Cyfip1;Cyfip2		16337000.0	44201000.0	83667000.0
O70310	Nmt1	27925000.0	101820000.0	35144000.0	57959000.0
P35278	Rab5c	333580000.0	261530000.0	93020000.0	134760000.0
P54071	Idh2		40758000.0		88290000.0
P84091	Ap2m1		34884000.0	121520000.0	171320000.0
P28667	Marcksl1	88875000.0	29195000.0	278620000.0	91918000.0
P70677	Casp3	59340000.0	71841000.0	119120000.0	150100000.0
Q9Z172	Sumo3	101390000.0	176690000.0	185400000.0	107830000.0
P11438	Lamp1	949710000.0	613060000.0	2204400000.0	1067300000.0
Q6P1F6	Ppp2r2a	145880000.0	106320000.0	122020000.0	103910000.0
Q9Z130	Hnrnpdl	10940000.0	78671000.0	91642000.0	120620000.0
P62192	Psmc1	119890000.0	122600000.0	162350000.0	166090000.0
P35980	Rpl18	9028500.0	25273000.0	38987000.0	47931000.0
P62254	Ube2g1	20760000.0	71968000.0	133170000.0	54983000.0
Q8BWR2	Pithd1	114100000.0	50127000.0	131990000.0	34193000.0
Q9EST4	Psmg2	50020000.0	17011000.0	60819000.0	30842000.0
P61924	Copz1	128730000.0	236610000.0	87880000.0	124830000.0
Q62376	Snrnp70	17809000.0	59341000.0	15397000.0	56531000.0
O55060	Tpmt	49669000.0	42815000.0	67975000.0	42123000.0
Q9D0T1	Nhp2l1	28693000.0	33499000.0	26186000.0	28792000.0
Q9CWW6	Pin4	5990700.0	42901000.0	44273000.0	104870000.0
Q9CQ89	Cuta	13233000.0	61054000.0	108790000.0	21167000.0
Q9CQT1	Mri1	13429000.0	60128000.0	50104000.0	106830000.0
Q8BY71	Hat1	83566000.0		55404000.0	54698000.0
P60229	Eif3e	45014000.0	206990000.0	131730000.0	482560000.0
Q8BL97	Srsf7	48167000.0	27838000.0	28722000.0	46439000.0
Q9WV85	Nme3		10650000.0	18907000.0	24585000.0
Q9D142	Nudt14	8154200.0	52586000.0	77079000.0	50895000.0
Q62084	Ppp1r14b	18719000.0	65076000.0	44954000.0	55946000.0
O54988	Slk	51391000.0		31522000.0	56980000.0
Q9JHS3	Lamtor2	14367000.0	32990000.0	36212000.0	7663100.0
Q9WU63	Hebp2		52600000.0	92226000.0	83716000.0
P62500	Tsc22d1	172940000.0	93518000.0	65657000.0	49496000.0
Q99K48	Nono	44248000.0	28091000.0	16053000.0	20827000.0
P62743	Ap2s1	110550000.0	147340000.0	95727000.0	80420000.0
Q9D1K7		115970000.0	96145000.0	154790000.0	54452000.0
P34884	Mif	2502200000.0	893590000.0	4335600000.0	2016700000.0
Q8K157	Galm	117190000.0	210290000.0	178230000.0	190200000.0
P25444	Rps2		36517000.0	53265000.0	136910000.0
O35658	C1qbp	314300000.0	734730000.0	286850000.0	402000000.0
Q9CQ62	Decr1	44333000.0	58035000.0	166370000.0	72721000.0
Q60865	Caprin1	61500000.0	65489000.0	74867000.0	478160000.0
Q99KP6	Prpf19	673940000.0	298760000.0	177250000.0	249480000.0
P62852	Rps25	5231700.0	360830000.0	79676000.0	218420000.0
P11103	Parp1	81330000.0	32137000.0	116430000.0	163220000.0
Q3UPL0	Sec31a	7744100.0	57835000.0	66138000.0	119560000.0
P56959	Fus	28793000.0	94634000.0	77597000.0	121510000.0
P61458	Pcbd1	11149000.0	15435000.0	27545000.0	60080000.0
Q9D2G2	Dlst	42033000.0	48369000.0	76686000.0	113780000.0
P62311	Lsm3	162790000.0	276360000.0	535620000.0	109640000.0
Q91YJ3	Thyn1	62710000.0	61916000.0	84543000.0	41683000.0
P83870	Phf5a	75830000.0	78762000.0	55693000.0	55388000.0
O55142	Rpl35a	22706000.0	164130000.0	44848000.0	58801000.0
Q8BMK4	Ckap4	16506000.0	32745000.0	17548000.0	40788000.0
Q8JZV7	Amdhd2	80419000.0	122510000.0	181450000.0	96198000.0
Q3UFY7	Nt5c3b	20591000.0	18014000.0	52396000.0	155020000.0
P97822	Anp32e		451310000.0	537460000.0	715270000.0
Q5M8N0	Cnrip1	8495300.0	52721000.0	60639000.0	65271000.0
P61971	Nutf2	548360000.0	116700000.0	647110000.0	29945000.0
Q61599	Arhgdib	84780000.0	263050000.0	42428000.0	55250000.0
P57784	Snrpa1	22027000.0	50739000.0	62544000.0	60304000.0
Q99LT0	Dpy30	54218000.0	35493000.0	54464000.0	35438000.0
P62315	Snrpd1	35038000.0	34018000.0	314130000.0	14898000.0
Q80ZM7	Gtf2a2	7310700.0		31123000.0	36537000.0
Q8CCS6	Pabpn1	296380000.0	169420000.0	327180000.0	386030000.0
Q8BTY1	Ccbl1	173250000.0		212840000.0	148020000.0
P15864	Hist1h1c	15325000.0	50552000.0	21270000.0	69274000.0
Q9D172	D10Jhu81e	132430000.0	779650000.0	447300000.0	184250000.0
P43275	Hist1h1a	16209000.0	81947000.0	31351000.0	133580000.0
P70694;Q91WR5;Q8K023	Akr1c6;Akr1c21;Akr1c18	1248800000.0	514630000.0	1253400000.0	1008200000.0
Q9D3D9	Atp5d	56717000.0	155120000.0	150580000.0	174240000.0
P09602	Hmgn2	149110000.0	6913900.0	92135000.0	25982000.0
O09107	Insl3	18764000.0		20087000.0	3311700.0
O35309	Nmi	86916000.0	35559000.0	83414000.0	
O35943	Fxn	12719000.0	13755000.0	52067000.0	5054800.0
P07758;Q00896;Q00897;P22599	Serpina1a;Serpina1c;Serpina1d;Serpina1b	60205000.0	56181000.0	20166000.0	42913000.0
P27641	Xrcc5		18912000.0	13043000.0	
P46460	Nsf	23430000.0		33345000.0	11379000.0
P61514	Rpl37a		4569900.0	8631000.0	5271100.0
P62305	Snrpe	101580000.0	74489000.0	42073000.0	88458000.0
P67871	Csnk2b	13562000.0	29682000.0	40781000.0	
P70444	Bid	14931000.0	36435000.0	8861700.0	
P97379	G3bp2		31251000.0	5227600.0	17864000.0
Q00PI9	Hnrnpul2	38987000.0		18999000.0	1325100.0
Q3TGF2	Fam107b	8286900.0		8818700.0	
Q3U5Q7	Cmpk2	64940000.0	9411400.0	45436000.0	
Q3UI43	Babam1	18129000.0		45959000.0	95535000.0
Q4KML4	Abracl	87931000.0	85737000.0	48015000.0	20679000.0
Q61142	Spin1	32380000.0	41538000.0	18801000.0	14669000.0
Q61233	Lcp1		35690000.0	58854000.0	
Q64487	Ptprd	27127000.0		39711000.0	
Q6IE21	Otud6a	3367400.0		4662700.0	5315600.0
Q6WVG3	Kctd12		25859000.0	60802000.0	42445000.0
Q80UW8	Polr2e	26627000.0	22764000.0	68535000.0	47946000.0
Q80W22	Thnsl2	194670000.0	65755000.0	41061000.0	41240000.0
Q80Y14	Glrx5	9967000.0	16783000.0	60375000.0	5759200.0
Q8BFQ8	Pddc1	31651000.0	55387000.0	21962000.0	
Q8BTV2	Cpsf7	15177000.0		16990000.0	1398800.0
Q8C129	Lnpep	25205000.0		21982000.0	14700000.0
Q8K339	Kin		6313300.0	14636000.0	7257000.0
Q8VDM6	Hnrnpul1	28613000.0		19542000.0	
Q8VEH6	Cbwd1	102720000.0		81598000.0	14426000.0
Q91YN9	Bag2	44417000.0	66790000.0	44883000.0	24773000.0
Q99L45	Eif2s2	9296500.0	47912000.0	7382100.0	1457600.0
Q9CQ92	Fis1		5066800.0	13730000.0	5209700.0
Q9CR70	Lage3	6330800.0	13578000.0	17433000.0	7578800.0
Q9CY97	Ssu72	14209000.0		20392000.0	
Q9D0A3	Arpin	46955000.0	39223000.0	19760000.0	27845000.0
Q9D1I5	Mcee		7555700.0	13391000.0	10064000.0
Q9D967	Mdp1	88741000.0	63859000.0	49922000.0	46805000.0
Q9ESJ0	Xpo4	14649000.0		18577000.0	
Q9ESZ8	Gtf2i	4932100.0	3436000.0	5533000.0	2358800.0
Q9JHS9	Cwc15		18611000.0	29264000.0	
Q9JKV1	Adrm1	313450000.0		26857000.0	5092300.0
Q9JMD3	Stard10		24252000.0	77030000.0	
Q9QX60	Dguok	78648000.0	27690000.0	58221000.0	31059000.0
Q9QZ06	Tollip	17561000.0	17205000.0	31158000.0	15571000.0
Q9WV92	Epb41l3	95307000.0		28327000.0	
Q9WVK4	Ehd1	14743000.0	74591000.0	1568600.0	36916000.0
Q9Z0E6	Gbp2	31262000.0	60299000.0	50945000.0	89819000.0
Q9Z0H3	Smarcb1	4297600.0	22571000.0	9348500.0	2768100.0
Q7TMJ8	Pik3ip1	83999000.0	20135000.0	58836000.0	
O89051	Itm2b	95302000.0	300620000.0	42123000.0	13010000.0
P23927	Cryab	33928000.0	102380000.0	8193500.0	8885300.0
Q8BMY7	Spink2	7786200.0		20232000.0	
Q9DCV4	Rmdn1	39209000.0	42633000.0	38792000.0	
P97355	Sms		19519000.0	112170000.0	68937000.0
Q5I012	Slc38a10	108900000.0		39757000.0	19818000.0
Q921J2	Rheb	29048000.0	24871000.0	19967000.0	
Q8VIN1	Pbp2	14265000.0		74116000.0	
Q9D5V6	Syap1	17074000.0		51995000.0	12821000.0
Q99JP4	Cdc26	8770500.0	16743000.0	17240000.0	
Q3TUU5	Tex30	33024000.0		35597000.0	7155700.0
Q9CQ66	Tctex1d2	35393000.0	7081800.0	62830000.0	3972100.0
Q9CX60	Lbh		75973000.0	90386000.0	
Q9Z2X2	Psmd10		24715000.0	38621000.0	
